  1   -0.3999392873E+01    0.2599967634E+02   -0.3999392873E+01   -0.3999392873E+01    0.2599967634E+02
  1   -0.3999393471E+01    0.2599967574E+02   -0.3999393471E+01   -0.3999393471E+01    0.2599967574E+02
  1   -0.3999395239E+01    0.2599967397E+02   -0.3999395239E+01   -0.3999395239E+01    0.2599967397E+02
  1   -0.3999398100E+01    0.2599967111E+02   -0.3999398100E+01   -0.3999398100E+01    0.2599967111E+02
  1   -0.3999401928E+01    0.2599966728E+02   -0.3999401928E+01   -0.3999401928E+01    0.2599966728E+02
  1   -0.3999406559E+01    0.2599966265E+02   -0.3999406559E+01   -0.3999406559E+01    0.2599966265E+02
  1   -0.3999411794E+01    0.2599965741E+02   -0.3999411794E+01   -0.3999411794E+01    0.2599965741E+02
  1   -0.3999417411E+01    0.2599965180E+02   -0.3999417411E+01   -0.3999417411E+01    0.2599965180E+02
  1   -0.3999423181E+01    0.2599964603E+02   -0.3999423181E+01   -0.3999423181E+01    0.2599964603E+02
  1   -0.3999428875E+01    0.2599964033E+02   -0.3999428875E+01   -0.3999428875E+01    0.2599964033E+02
  1   -0.3999434276E+01    0.2599963493E+02   -0.3999434276E+01   -0.3999434276E+01    0.2599963493E+02
  1   -0.3999439197E+01    0.2599963001E+02   -0.3999439197E+01   -0.3999439197E+01    0.2599963001E+02
  1   -0.3999443483E+01    0.2599962572E+02   -0.3999443483E+01   -0.3999443483E+01    0.2599962572E+02
  1   -0.3999447021E+01    0.2599962218E+02   -0.3999447021E+01   -0.3999447021E+01    0.2599962218E+02
  1   -0.3999449747E+01    0.2599961946E+02   -0.3999449747E+01   -0.3999449747E+01    0.2599961946E+02
  1   -0.3999451641E+01    0.2599961756E+02   -0.3999451641E+01   -0.3999451641E+01    0.2599961756E+02
  1   -0.3999452728E+01    0.2599961647E+02   -0.3999452728E+01   -0.3999452728E+01    0.2599961647E+02
  1   -0.3999453070E+01    0.2599961613E+02   -0.3999453070E+01   -0.3999453070E+01    0.2599961613E+02
  1   -0.3999452762E+01    0.2599961644E+02   -0.3999452762E+01   -0.3999452762E+01    0.2599961644E+02
  1   -0.3999451916E+01    0.2599961729E+02   -0.3999451916E+01   -0.3999451916E+01    0.2599961729E+02
  1   -0.3999450660E+01    0.2599961854E+02   -0.3999450660E+01   -0.3999450660E+01    0.2599961854E+02
  1   -0.3999449119E+01    0.2599962008E+02   -0.3999449119E+01   -0.3999449119E+01    0.2599962008E+02
  1   -0.3999447416E+01    0.2599962179E+02   -0.3999447416E+01   -0.3999447416E+01    0.2599962179E+02
  1   -0.3999445658E+01    0.2599962354E+02   -0.3999445658E+01   -0.3999445658E+01    0.2599962354E+02
  1   -0.3999443936E+01    0.2599962527E+02   -0.3999443936E+01   -0.3999443936E+01    0.2599962527E+02
  1   -0.3999442320E+01    0.2599962688E+02   -0.3999442320E+01   -0.3999442320E+01    0.2599962688E+02
  1   -0.3999440862E+01    0.2599962834E+02   -0.3999440862E+01   -0.3999440862E+01    0.2599962834E+02
  1   -0.3999439590E+01    0.2599962961E+02   -0.3999439590E+01   -0.3999439590E+01    0.2599962961E+02
  1   -0.3999438519E+01    0.2599963068E+02   -0.3999438519E+01   -0.3999438519E+01    0.2599963068E+02
  1   -0.3999437648E+01    0.2599963155E+02   -0.3999437648E+01   -0.3999437648E+01    0.2599963155E+02
  1   -0.3999436965E+01    0.2599963224E+02   -0.3999436965E+01   -0.3999436965E+01    0.2599963224E+02
  1   -0.3999436450E+01    0.2599963275E+02   -0.3999436450E+01   -0.3999436450E+01    0.2599963275E+02
  1   -0.3999436080E+01    0.2599963312E+02   -0.3999436080E+01   -0.3999436080E+01    0.2599963312E+02
  1   -0.3999435831E+01    0.2599963337E+02   -0.3999435831E+01   -0.3999435831E+01    0.2599963337E+02
  1   -0.3999435676E+01    0.2599963353E+02   -0.3999435676E+01   -0.3999435676E+01    0.2599963353E+02
  1   -0.3999435594E+01    0.2599963361E+02   -0.3999435594E+01   -0.3999435594E+01    0.2599963361E+02
  1   -0.3999435563E+01    0.2599963364E+02   -0.3999435563E+01   -0.3999435563E+01    0.2599963364E+02
  1   -0.3999435567E+01    0.2599963364E+02   -0.3999435567E+01   -0.3999435567E+01    0.2599963364E+02
  1   -0.3999435592E+01    0.2599963361E+02   -0.3999435592E+01   -0.3999435592E+01    0.2599963361E+02
  1   -0.3999435629E+01    0.2599963357E+02   -0.3999435629E+01   -0.3999435629E+01    0.2599963357E+02
  1   -0.3999435670E+01    0.2599963353E+02   -0.3999435670E+01   -0.3999435670E+01    0.2599963353E+02
  1   -0.3999435710E+01    0.2599963349E+02   -0.3999435710E+01   -0.3999435710E+01    0.2599963349E+02
  1   -0.3999435746E+01    0.2599963346E+02   -0.3999435746E+01   -0.3999435746E+01    0.2599963346E+02
  1   -0.3999435777E+01    0.2599963343E+02   -0.3999435777E+01   -0.3999435777E+01    0.2599963343E+02
  1   -0.3999435802E+01    0.2599963340E+02   -0.3999435802E+01   -0.3999435802E+01    0.2599963340E+02
  1   -0.3999435821E+01    0.2599963338E+02   -0.3999435821E+01   -0.3999435821E+01    0.2599963338E+02
  1   -0.3999435836E+01    0.2599963337E+02   -0.3999435836E+01   -0.3999435836E+01    0.2599963337E+02
  1   -0.3999435845E+01    0.2599963336E+02   -0.3999435845E+01   -0.3999435845E+01    0.2599963336E+02
