   0.00000000       0.0000000000000000        0.0000000000000000     
  0.125663713      0.10204081632653061       0.22448979591836735     
  0.251327425      0.20408163265306123       0.44897959183673469     
  0.376991153      0.30612244897959184       0.67346938775510201     
  0.502654850      0.40816326530612246       0.89795918367346939     
  0.628318548      0.51020408163265307        1.1224489795918366     
  0.753982246      0.61224489795918369        1.3469387755102040     
  0.879645944      0.71428571428571430        1.5714285714285714     
   1.00530970      0.81632653061224492        1.7959183673469388     
   1.13097346      0.91836734693877553        2.0204081632653059     
   1.25663722       1.0204081632653061        2.2448979591836733     
   1.38230097       1.1224489795918369        2.4693877551020407     
   1.50796473       1.2244897959183674        2.6938775510204080     
   1.63362849       1.3265306122448979        2.9183673469387754     
   1.75929224       1.4285714285714286        3.1428571428571428     
   1.88495600       1.5306122448979593        3.3673469387755102     
   2.01061964       1.6326530612244898        3.5918367346938775     
   2.13628340       1.7346938775510203        3.8163265306122449     
   2.26194715       1.8367346938775511        4.0408163265306118     
   2.38761091       1.9387755102040818        4.2653061224489797     
   2.51327467       2.0408163265306123        4.4897959183673466     
   2.63893843       2.1428571428571428        4.7142857142857144     
   2.76460218       2.2448979591836737        4.9387755102040813     
   2.89026594       2.3469387755102042        5.1632653061224492     
   3.01592970       2.4489795918367347        5.3877551020408161     
   3.14159346       2.5510204081632653        5.6122448979591839     
   3.26725721       2.6530612244897958        5.8367346938775508     
   3.39292097       2.7551020408163267        6.0612244897959187     
   3.51858473       2.8571428571428572        6.2857142857142856     
   3.64424849       2.9591836734693877        6.5102040816326534     
   3.76991224       3.0612244897959187        6.7346938775510203     
   3.89557600       3.1632653061224492        6.9591836734693882     
   4.02123976       3.2653061224489797        7.1836734693877551     
   4.14690351       3.3673469387755102        7.4081632653061220     
   4.27256727       3.4693877551020407        7.6326530612244898     
   4.39823103       3.5714285714285716        7.8571428571428568     
   4.52389479       3.6734693877551021        8.0816326530612237     
   4.64955854       3.7755102040816326        8.3061224489795915     
   4.77522230       3.8775510204081636        8.5306122448979593     
   4.90088606       3.9795918367346941        8.7551020408163271     
   5.02654982       4.0816326530612246        8.9795918367346932     
   5.15221357       4.1836734693877551        9.2040816326530610     
   5.27787733       4.2857142857142856        9.4285714285714288     
   5.40354109       4.3877551020408161        9.6530612244897966     
   5.52920485       4.4897959183673475        9.8775510204081627     
   5.65486860       4.5918367346938780        10.102040816326531     
   5.78053236       4.6938775510204085        10.326530612244898     
   5.90619612       4.7959183673469390        10.551020408163266     
   6.03185987       4.8979591836734695        10.775510204081632     
   6.15752363       5.0000000000000000        11.000000000000000     
